	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	ISO_CODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
43	Achang-142_new-1	Achang	142_new	ʂ ə k ⁵⁵	acha1249	acn	1231	NEW	997-new	
44	Achang-143_nine-1	Achang	143_nine	k a u ³¹	acha1249	acn	1483	NINE	24-nine	
45	Achang-144_thenit-1	Achang	144_thenit	ʂ a n ³¹ + u ʔ ³¹	acha1249	acn	267	NIT	1155-thenit	
46	Achang-145_noon-1	Achang	145_noon	n i ³¹ + k u ŋ ⁵⁵	acha1249	acn	12	MIDDAY	1143-noon	
47	Achang-146_thenose-1	Achang	146_thenose	n̥ʲ ɔ ŋ ⁵⁵	acha1249	acn	1221	NOSE	2090-thenose	
48	Achang-147_oldofperson-1	Achang	147_oldofperson	m u a ŋ ³¹	acha1249	acn	2112	OLD (AGED)	1286-oldofperson	
49	Achang-148_one-1	Achang	148_one	t a ³¹	acha1249	acn	1493	ONE	302-one	
50	Achang-149_theotter-1	Achang	149_theotter	s a m ⁵⁵	acha1249	acn	15	OTTER	1290-theotter	
51	Achang-14_black-1	Achang	14_black	l ɔ k ⁵⁵	acha1249	acn	163	BLACK	511-black	
52	Achang-150_outside-1	Achang	150_outside	a ³¹ + n ɔ k ⁵⁵	acha1249	acn	762	OUTSIDE	1218-outside	
53	Achang-151_thepig-1	Achang	151_thepig	o./o ʔ ⁵⁵	acha1249	acn	1337	PIG	2092-thepig	
54	Achang-152_toplantvegetalsrice-1	Achang	152_toplantvegetalsrice	s ɔ ³¹	acha1249	acn	1486	PLANT (SOMETHING)	1203-toplantvegetalsrice	
55	Achang-153_toplay-1	Achang	153_toplay	ts e ʔ ⁵⁵	acha1249	acn	1413	PLAY	4151-toplay	
56	Achang-154_topull-1	Achang	154_topull	ʂ a ⁵⁵	acha1249	acn	1455	PULL	1297-topull	
57	Achang-155_topush-1	Achang	155_topush	t u n ³¹	acha1249	acn	1452	PUSH	1301-topush	
58	Achang-156_therain-1	Achang	156_therain	m a u ³¹ + ʐ o./o ⁵⁵	acha1249	acn	658	RAIN (PRECIPITATION)	1164-therain	
59	Achang-157_therainbow-1	Achang	157_therainbow	x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹	acha1249	acn	1733	RAINBOW	1136-therainbow	
60	Achang-158_red-1	Achang	158_red	n a ⁵⁵	acha1249	acn	156	RED	1306-red	
61	Achang-159_toresidelive-1	Achang	159_toresidelive	nʲ ɔ ʔ ⁵⁵	acha1249	acn	363	DWELL (LIVE, RESIDE)	1038-toresidelive	
62	Achang-15_theblood-1	Achang	15_theblood	s u i ³¹	acha1249	acn	946	BLOOD	29703-theblood	
63	Achang-160_thericeplant-1	Achang	160_thericeplant	tsʰ e n ⁵⁵	acha1249	acn	2026	RICE PLANT	9000-thericeplant	
64	Achang-161_right-1	Achang	161_right	l ɔ ʔ ³¹ + ʑ ɔ ⁵⁵ + p a ³¹	acha1249	acn	1019	RIGHT	10429-right	
65	Achang-162_theriver-1	Achang	162_theriver	ʈʂʰ ă ⁵⁵ + ʐ o./o ŋ ³¹	acha1249	acn	666	RIVER	1316-theriver	
66	Achang-163_theroad-1	Achang	163_theroad	x a ⁵⁵ + m ʐ u a ³¹	acha1249	acn	667	ROAD	1321-theroad	
67	Achang-164_theroot-1	Achang	164_theroot	m ʐ u a t ⁵⁵	acha1249	acn	670	ROOT	1074-theroot	
68	Achang-165_therope-1	Achang	165_therope	t o./o i ³¹	acha1249	acn	1218	ROPE	1324-therope	
69	Achang-166_round-1	Achang	166_round	l u m ³¹	acha1249	acn	1395	ROUND	403-round	
70	Achang-168_thesalt-1	Achang	168_thesalt	tɕʰ ɔ ³¹	acha1249	acn	1274	SALT	4160-thesalt	
71	Achang-169_salty-1	Achang	169_salty	x ɔ ³¹	acha1249	acn	1091	SALTY	1151-salty	
72	Achang-16_toblowofwind-1	Achang	16_toblowofwind	x ʐ a u ʔ ³⁵	acha1249	acn	175	BLOW (OF WIND)	916-toblowofwind	
73	Achang-170_thesand-1	Achang	170_thesand	s ă ³¹ + l e ⁵⁵	acha1249	acn	671	SAND	212-thesand	
74	Achang-171_toscratch-1	Achang	171_toscratch	kʰ ʐ ə n ⁵⁵	acha1249	acn	1436	SCRATCH	1327-toscratch	
75	Achang-172_thesea-1	Achang	172_thesea	n a m ³¹ + tɕ u ³¹	acha1249	acn	1474	SEA	8650-thesea	
76	Achang-173_tosee-1	Achang	173_tosee	e n ³¹ + m ʐ a ŋ ⁵⁵	acha1249	acn	1409	SEE	1329-tosee	
77	Achang-174_theseed-1	Achang	174_theseed	a ³¹ + nʲ a u ³¹	acha1249	acn	714	SEED	127-theseed	
78	Achang-175_seven-1	Achang	175_seven	nʲ i t ⁵⁵	acha1249	acn	1704	SEVEN	55-seven	
79	Achang-176_sharp-1	Achang	176_sharp	tʰ ɔ ʔ ⁵⁵	acha1249	acn	1396	SHARP	375-sharp	
80	Achang-177_thesheep-1	Achang	177_thesheep	p a ʔ ⁵⁵	acha1249	acn	1331	SHEEP	1134-thesheep	
81	Achang-178_toshootanarrow-1	Achang	178_toshootanarrow	p ə k ⁵⁵	acha1249	acn	1172	SHOOT	1089-toshootanarrow	
82	Achang-179_short-1	Achang	179_short	ʑ ɔ ŋ ³¹	acha1249	acn	1645	SHORT	1100-short	
83	Achang-17_thebodyhairhairorfur-1	Achang	17_thebodyhairhairorfur	a ³¹ + m u i ³¹	acha1249	acn	189	HAIR (BODY)	141-thebodyhairhairorfur	
84	Achang-180_theshoulder-1	Achang	180_theshoulder	x u ŋ ³¹ + p a u ³¹	acha1249	acn	1482	SHOULDER	3384-theshoulder	
85	Achang-181_shy-1	Achang	181_shy	nʲ ɔ ʔ ³¹ + s ɔ ʔ ⁵⁵	acha1249	acn	487	SHY	8406-shy	
86	Achang-182_thesickle-1	Achang	182_thesickle	ʐ i t ⁵⁵ + m ɔ ʔ ³¹	acha1249	acn	341	SICKLE	8500-thesickle	
87	Achang-183_tosing-1	Achang	183_tosing	s i a ŋ ³⁵ + ɕ i a ŋ ⁵⁵	acha1249	acn	1261	SING	1337-tosing	
88	Achang-184_six-1	Achang	184_six	x ʐ o./o ʔ ⁵⁵	acha1249	acn	1703	SIX	306-six	
89	Achang-185_theskin-1	Achang	185_theskin	a ³¹ + ʐ ɿ ⁵⁵	acha1249	acn	763	SKIN	1163-theskin	
90	Achang-186_thesky-1	Achang	186_thesky	m a u ³¹	acha1249	acn	1732	SKY	499-thesky	
91	Achang-187_tosleep-1	Achang	187_tosleep	e ³¹	acha1249	acn	1585	SLEEP	2244-tosleep	
92	Achang-188_small-1	Achang	188_small	nʲ i ⁵⁵	acha1249	acn	1246	SMALL	524-small	
93	Achang-189_tosmellperceiveodortransitive-1	Achang	189_tosmellperceiveodortransitive	n a m ³¹	acha1249	acn	1586	SMELL (PERCEIVE)	67-tosmellperceiveodortransitive	
94	Achang-18_thebone-1	Achang	18_thebone	a ³¹ ʐ a u ³¹	acha1249	acn	1394	BONE	2-thebone	
95	Achang-190_thesmoke-1	Achang	190_thesmoke	n i ³¹ + x a u ³¹	acha1249	acn	778	SMOKE (EXHAUST)	68-thesmoke	
96	Achang-191_smooth-1	Achang	191_smooth	n e ʔ ³⁵	acha1249	acn	1234	SMOOTH	1347-smooth	
97	Achang-192_thesnake-1	Achang	192_thesnake	m ʐ u i ⁵⁵	acha1249	acn	730	SNAKE	70-thesnake	
98	Achang-193_thesnow-1	Achang	193_thesnow	x a n ³¹ + ʑ a i ⁵⁵	acha1249	acn	784	SNOW	2359-thesnow	
99	Achang-194_soft-1	Achang	194_soft	nʲ ɔ t ⁵⁵	acha1249	acn	1856	SOFT	847-soft	
100	Achang-195_theson-1	Achang	195_theson	ts ɔ ³¹ + l o./o ³¹	acha1249	acn	1620	SON	73-theson	
101	Achang-196_thesparrow-1	Achang	196_thesparrow	ts i ⁵⁵ + ʈʂ u a k ⁵⁵	acha1249	acn	1854	SPARROW	8498-thesparrow	
102	Achang-197_thespider-1	Achang	197_thespider	k u ŋ ³¹ + k a i ³⁵ + ʑ a i ⁵⁵	acha1249	acn	843	SPIDER	3176-thespider	
103	Achang-198_tospit-1	Achang	198_tospit	tɕʰ o./o ³¹	acha1249	acn	1440	SPIT	739-tospit	
104	Achang-199_tostand-1	Achang	199_tostand	ʑ a p ⁵⁵	acha1249	acn	1442	STAND	2246-tostand	
105	Achang-19_thebranch-1	Achang	19_thebranch	ʂ ə k ⁵⁵ + k ʐ a ŋ ⁵⁵	acha1249	acn	1531	BRANCH	940-thebranch	
106	Achang-1_above-1	Achang	1_above	a ³¹ + l u m ³¹	acha1249	acn	1741	ABOVE	3049-above	
107	Achang-200_thestar-1	Achang	200_thestar	kʰ ʐ ə ⁵⁵	acha1249	acn	1430	STAR	1073-thestar	
108	Achang-201_tosteal-1	Achang	201_tosteal	x a u ³¹	acha1249	acn	713	STEAL	10464-tosteal	
109	Achang-202_thestick-1	Achang	202_thestick	t a m ⁵⁵	acha1249	acn	1295	STICK	1108-thestick	
110	Achang-203_thestoneapieceof-1	Achang	203_thestoneapieceof	l a ŋ ³¹ k ɔ ʔ ⁵⁵	acha1249	acn	857	STONE	10317-thestoneapieceof	
111	Achang-204_straight-1	Achang	204_straight	t a n ³¹	acha1249	acn	1404	STRAIGHT	877-straight	
112	Achang-205_thesun-1	Achang	205_thesun	n i ³¹ + m ɔ ³¹	acha1249	acn	1343	SUN	83-thesun	
113	Achang-206_thetail-1	Achang	206_thetail	tɕʰ i ³¹ + nʲ a ŋ ³⁵	acha1249	acn	1220	TAIL	888-thetail	
114	Achang-207_ten-1	Achang	207_ten	tɕʰ e ⁵⁵	acha1249	acn	1515	TEN	898-ten	
115	Achang-208_that-1	Achang	208_that	tʰ e ⁵⁵	acha1249	acn	78	THAT	2693-that	
116	Achang-209_there-1	Achang	209_there	tʰ e ⁵⁵ + tʰ ɔ ʔ ⁵⁵	acha1249	acn	1937	THERE	8047-there	
117	Achang-20_thebreastfemale-1	Achang	20_thebreastfemale	n a u ³⁵ + ʈʂ u ³⁵	acha1249	acn	1402	BREAST	10186-thebreastfemale	
118	Achang-210_thick-1	Achang	210_thick	k a n ³¹	acha1249	acn	1244	THICK	905-thick	
119	Achang-211_thethigh-1	Achang	211_thethigh	tɕʰ i ⁵⁵ + s a n ⁵⁵	acha1249	acn	471	UPPER LEG (THIGH)	1159-thethigh	
120	Achang-212_thinobject-1	Achang	212_thinobject	ɕ a m ³⁵	acha1249	acn	2249	THIN (OF SHAPE OF OBJECT)	5-thinobject	
121	Achang-213_tothinkreflect-1	Achang	213_tothinkreflect	s a m ⁵⁵	acha1249	acn	1415	THINK (REFLECT)	2500-tothinkreflect	
122	Achang-214_this-1	Achang	214_this	x a i ⁵⁵	acha1249	acn	1214	THIS	8066-this	
123	Achang-215_thousecondpersonsingular-1	Achang	215_thousecondpersonsingular	n u a ŋ ⁵⁵	acha1249	acn	1215	THOU	10475-thousecondpersonsingular	
124	Achang-216_three-1	Achang	216_three	s u m ³¹	acha1249	acn	492	THREE	283-three	
125	Achang-217_tothrow-1	Achang	217_tothrow	x u a t ⁵⁵	acha1249	acn	1456	THROW	924-tothrow	
126	Achang-218_thethunder-1	Achang	218_thethunder	m a u ³¹ + ʐ a u ³¹	acha1249	acn	1150	THUNDER	1135-thethunder	
127	Achang-219_thetiger-1	Achang	219_thetiger	l ɔ ³¹	acha1249	acn	846	TIGER	1053-thetiger	
128	Achang-21_toburnintransitive-1	Achang	21_toburnintransitive	nʲ e ³⁵	acha1249	acn	1428	BURNING	3067-toburnintransitive	
129	Achang-220_today-1	Achang	220_today	x a i ⁵⁵ + nʲ e n ³¹	acha1249	acn	1283	TODAY	3069-today	
130	Achang-221_tomorrow-1	Achang	221_tomorrow	pʰ ă ⁵⁵ + n a p ⁵⁵	acha1249	acn	1329	TOMORROW	10537-tomorrow	
131	Achang-222_thetongue-1	Achang	222_thetongue	ɕ ɔ ⁵⁵	acha1249	acn	1205	TONGUE	4190-thetongue	
132	Achang-223_thetoothfront-1	Achang	223_thetoothfront	tɕ o./o i ⁵⁵	acha1249	acn	1380	TOOTH	939-thetoothfront	
133	Achang-224_thetree-1	Achang	224_thetree	s a ŋ ³¹ + ts e ŋ ⁵⁵	acha1249	acn	906	TREE	3396-thetree	
134	Achang-225_twenty-1	Achang	225_twenty	t ă ³¹ + s a u ⁵⁵	acha1249	acn	1710	TWENTY	8105-twenty	
135	Achang-226_two-1	Achang	226_two	s ə k ⁵⁵	acha1249	acn	1498	TWO	950-two	
136	Achang-227_tovomit-1	Achang	227_tovomit	pʰ a t ⁵⁵	acha1249	acn	1278	VOMIT	736-tovomit	
137	Achang-228_towalk-1	Achang	228_towalk	s o./o ³¹	acha1249	acn	1443	WALK	887-towalk	
138	Achang-229_thewater-1	Achang	229_thewater	t i ⁵⁵	acha1249	acn	948	WATER	2787-thewater	
139	Achang-22_tobuy-1	Achang	22_tobuy	o./o i ⁵⁵	acha1249	acn	1869	BUY	947-tobuy	
140	Achang-230_wefirstpersonpluralinclusive-1	Achang	230_wefirstpersonpluralinclusive	ŋ ɔ ⁵⁵ + t u ʔ ³¹	acha1249	acn	1131	WE (INCLUSIVE)	8126-wefirstpersonpluralinclusive	
141	Achang-231_wet-1	Achang	231_wet	pʰ e t ⁵⁵	acha1249	acn	1726	WET	967-wet	
142	Achang-232_what-1	Achang	232_what	p i ³¹ + s i ⁵⁵	acha1249	acn	1236	WHAT	8134-what	
143	Achang-233_thewheat-1	Achang	233_thewheat	m e ʔ ³¹ + ts ɿ ⁵⁵	acha1249	acn	1077	WHEAT	8618-thewheat	
144	Achang-234_where-1	Achang	234_where	x o./o i ⁵⁵ + tʰ ɔ ʔ ⁵⁵	acha1249	acn	1237	WHERE	8142-where	
145	Achang-235_white-1	Achang	235_white	pʰ ʐ o./o ⁵⁵	acha1249	acn	1335	WHITE	460-white	
146	Achang-236_who-1	Achang	236_who	x a u ⁵⁵	acha1249	acn	1235	WHO	984-who	
147	Achang-237_thewife-1	Achang	237_thewife	nʲ i ³¹ + m ɔ ʔ ³¹	acha1249	acn	1199	WIFE	8155-thewife	
148	Achang-238_thewind-1	Achang	238_thewind	l̥ i ⁵⁵	acha1249	acn	960	WIND	994-thewind	
149	Achang-239_thewing-1	Achang	239_thewing	a ³¹ + t u ŋ ⁵⁵	acha1249	acn	1257	WING	996-thewing	
150	Achang-23_tochew-1	Achang	23_tochew	m a m ³¹	acha1249	acn	321	CHEW	1147-tochew	
151	Achang-240_towipe-1	Achang	240_towipe	s u t ⁵⁵	acha1249	acn	1454	WIPE	1001-towipe	
152	Achang-241_thewolf-1	Achang	241_thewolf	p u m ⁵⁵ + x u i ³¹	acha1249	acn	522	WOLF	1149-thewolf	
153	Achang-242_thewoman-1	Achang	242_thewoman	i ³¹ + nʲ ɔ ³¹	acha1249	acn	962	WOMAN	1003-thewoman	
154	Achang-243_thewoodmaterial-1	Achang	243_thewoodmaterial	ʂ ə k ⁵⁵	acha1249	acn	1803	WOOD	2974-thewoodmaterial	
155	Achang-245_theyear-1	Achang	245_theyear	n̥ ə k ⁵⁵	acha1249	acn	1226	YEAR	1866-theyear	
156	Achang-246_yellow-1	Achang	246_yellow	l ə ŋ ³⁵	acha1249	acn	1424	YELLOW	1016-yellow	
157	Achang-247_yesterday-1	Achang	247_yesterday	m a n ³⁵	acha1249	acn	1174	YESTERDAY	1226-yesterday	
158	Achang-248_yousecondpersonplural-1	Achang	248_yousecondpersonplural	n u a ŋ ⁵⁵ + t u ʔ ³¹	acha1249	acn	1213	YOU	8189-yousecondpersonplural	
159	Achang-249_young-1	Achang	249_young	n o./o m ³⁵	acha1249	acn	1207	YOUNG	3711-young	
160	Achang-24_thechildyounghuman-1	Achang	24_thechildyounghuman	ts ă ³¹ + o./o i ³¹	acha1249	acn	1304	CHILD (YOUNG HUMAN)	8108-thechildyounghuman	
161	Achang-250_theshit-1	Achang	250_theshit	tɕʰ i ³¹	acha1249	acn	676	SHIT (DEFECATE)	29700-theshit	
162	Achang-25_thecloud-1	Achang	25_thecloud	x a n ³¹ + tɕ i n ³¹	acha1249	acn	1489	CLOUD	953-thecloud	
163	Achang-26_coldoftemperature-1	Achang	26_coldoftemperature	k ʐ u a t ⁵⁵	acha1249	acn	1287	COLD	956-coldoftemperature	
164	Achang-27_tocome-1	Achang	27_tocome	ʐ ə ³⁵	acha1249	acn	1446	COME	883-tocome	
165	Achang-28_correctright-1	Achang	28_correctright	ts ɿ ⁵⁵	acha1249	acn	1725	CORRECT (RIGHT)	8634-correctright	
166	Achang-29_tocount-1	Achang	29_tocount	a n ³⁵	acha1249	acn	1420	COUNT	961-tocount	
167	Achang-2_all-1	Achang	2_all	p ʐ a ⁵⁵ + p ʐ a ⁵⁵	acha1249	acn	98	ALL	8001-all	
168	Achang-30_tocryweep-1	Achang	30_tocryweep	ŋ a u ⁵⁵	acha1249	acn	1839	CRY	1127-tocryweep	
169	Achang-31_dark-1	Achang	31_dark	ɕ i n ⁵⁵	acha1249	acn	706	DARK	1129-dark	
170	Achang-32_thedaughter-1	Achang	32_thedaughter	ts a ŋ ³¹ + ʑ i ³¹	acha1249	acn	1357	DAUGHTER	1184-thedaughter	
171	Achang-33_thedew-1	Achang	33_thedew	tsʰ e ³¹	acha1249	acn	1977	DEW	1189-thedew	
172	Achang-34_todie-1	Achang	34_todie	ʂ ɿ ⁵⁵	acha1249	acn	1494	DIE	163-todie	
173	Achang-35_todig-1	Achang	35_todig	t u ³¹	acha1249	acn	1418	DIG	711-todig	
174	Achang-36_dirty-1	Achang	36_dirty	ə k ³⁵	acha1249	acn	1230	DIRTY	986-dirty	
175	Achang-37_thedog-1	Achang	37_thedog	x u i ³¹	acha1249	acn	2009	DOG	2065-thedog	
176	Achang-38_thedream-1	Achang	38_thedream	i t ⁵⁵ + m ɔ ʔ ⁵⁵	acha1249	acn	2374	DREAM	10217-thedream	
177	Achang-39_todrink-1	Achang	39_todrink	ʂ o./o ʔ ⁵⁵	acha1249	acn	1401	DRINK	1068-todrink	
178	Achang-3_theant-1	Achang	3_theant	tɕʰ i ⁵⁵ + m a n ⁵⁵	acha1249	acn	587	ANT	891-theant	
179	Achang-40_dry-1	Achang	40_dry	s ə ʔ ⁵⁵	acha1249	acn	1398	DRY	1369-dry	
180	Achang-41_thedust-1	Achang	41_thedust	n̥ʲ o./o n ⁵⁵ + m ɔ k ³⁵	acha1249	acn	2	DUST	1013-thedust	
181	Achang-42_theear-1	Achang	42_theear	n i ³¹ + ʈʂʰ u a ³¹	acha1249	acn	1247	EAR	32-theear	
182	Achang-43_early-1	Achang	43_early	n ɔ ʔ ⁵⁵	acha1249	acn	672	EARLY	1131-early	
183	Achang-44_theearthsoil-1	Achang	44_theearthsoil	m i ⁵⁵	acha1249	acn	1228	EARTH (SOIL)	1356-theearthsoil	
184	Achang-45_theearthworm-1	Achang	45_theearthworm	t a ⁵⁵	acha1249	acn	2350	EARTHWORM	1158-theearthworm	
185	Achang-46_toeat-1	Achang	46_toeat	tɕ ɔ ³¹	acha1249	acn	1336	EAT	3419-toeat	
186	Achang-47_theegg-1	Achang	47_theegg	u ʔ ³¹	acha1249	acn	744	EGG	1021-theegg	
187	Achang-48_eight-1	Achang	48_eight	ɕ e t ⁵⁵	acha1249	acn	1705	EIGHT	183-eight	
188	Achang-4_thearmpit-1	Achang	4_thearmpit	k ă ³¹ + l i ŋ ³⁵ + ʈʂʰ u a ʔ ⁵⁵	acha1249	acn	1886	ARMPIT	1157-thearmpit	
189	Achang-50_far-1	Achang	50_far	v e ³¹	acha1249	acn	1406	FAR	1028-far	
190	Achang-51_thefather-1	Achang	51_thefather	t e ʔ ⁵⁵	acha1249	acn	1217	FATHER	1046-thefather	
191	Achang-52_thefeather-1	Achang	52_thefeather	a ³¹ + m u i ³¹	acha1249	acn	1201	FEATHER	159-thefeather	
192	Achang-53_tofight-1	Achang	53_tofight	t e k ⁵⁵ + k ɔ ³¹	acha1249	acn	1423	FIGHT	1052-tofight	
193	Achang-54_thefire-1	Achang	54_thefire	p o./o i ³¹	acha1249	acn	221	FIRE	1058-thefire	
194	Achang-55_firewood-1	Achang	55_firewood	tʰ u a ŋ ³¹	acha1249	acn	10	FIREWOOD	3872-firewood	
195	Achang-56_thefish-1	Achang	56_thefish	ŋ a ³¹ + ʂ u a ³¹	acha1249	acn	227	FISH	186-thefish	
196	Achang-57_five-1	Achang	57_five	ŋ ɔ ³¹	acha1249	acn	493	FIVE	10357-five	
197	Achang-58_theflea-1	Achang	58_theflea	l̥ i ³¹	acha1249	acn	232	FLEA	944-theflea	
198	Achang-59_tofloat-1	Achang	59_tofloat	nʲ ə ³¹	acha1249	acn	1574	FLOAT	929-tofloat	
199	Achang-5_bad-1	Achang	5_bad	tɕ a ⁵⁵	acha1249	acn	1292	BAD	889-bad	
200	Achang-60_toflow-1	Achang	60_toflow	s o./o ³¹	acha1249	acn	2003	FLOW	932-toflow	
201	Achang-61_theflower-1	Achang	61_theflower	k ă n ⁵⁵ + t a m ³¹	acha1249	acn	239	FLOWER	1070-theflower	
202	Achang-62_toflymovethroughair-1	Achang	62_toflymovethroughair	ʈʂ a m ⁵⁵	acha1249	acn	1441	FLY (MOVE THROUGH AIR)	3091-toflymovethroughair	
203	Achang-63_thefog-1	Achang	63_thefog	m a u ³¹ + t u m ⁵⁵	acha1249	acn	249	FOG	99-thefog	
204	Achang-64_thefoot-1	Achang	64_thefoot	tɕʰ i ⁵⁵	acha1249	acn	1301	FOOT	966-thefoot	
205	Achang-66_toforget-1	Achang	66_toforget	ȵ i ³⁵	acha1249	acn	1523	FORGET	1575-toforget	
