	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	ISO_CODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
226	Apuri-148_sewto-2	Apuri	148_sewto	u t k a	apur1253	nan	1457	SEW	654	
227	Apuri-149_hitto-1	Apuri	149_hitto	m a q a	apur1253	nan	353	STRIKE	256	
228	Apuri-14_weinclusive-1	Apuri	14_weinclusive	n o q a n tʃ i k	apur1253	nan	1131	WE (INCLUSIVE)	791	
229	Apuri-150_pushto-1	Apuri	150_pushto	t a n q a	apur1253	nan	1452	PUSH	593	
230	Apuri-15_thouyousg-1	Apuri	15_thouyousg	q a m	apur1253	nan	1215	THOU	748	
231	Apuri-16_not-1	Apuri	16_not	m a n a	apur1253	nan	1240	NOT	574	
232	Apuri-17_what-1	Apuri	17_what	i m a	apur1253	nan	1236	WHAT	794	
233	Apuri-18_who-1	Apuri	18_who	p i	apur1253	nan	1235	WHO	801	
234	Apuri-19_this-1	Apuri	19_this	k ai	apur1253	nan	1214	THIS	746	
235	Apuri-1_one-1	Apuri	1_one	h u k	apur1253	nan	1493	ONE	590	
236	Apuri-20_with-1	Apuri	20_with	w a n	apur1253	nan	1340	WITH	816	
237	Apuri-21_head-1	Apuri	21_head	u m a	apur1253	nan	1256	HEAD	309	
238	Apuri-22_face-1	Apuri	22_face	u j a	apur1253	nan	1560	FACE	114	
239	Apuri-23_forehead-1	Apuri	23_forehead	p a q ʈ a	apur1253	nan	123	FOREHEAD	206	
240	Apuri-24_hair-1	Apuri	24_hair	a q tʃ a	apur1253	nan	2648	HAIR (HEAD)	287	
241	Apuri-24_hair-2	Apuri	24_hair	tʃ u k tʃ a	apur1253	nan	2648	HAIR (HEAD)	286	
242	Apuri-25_eye-1	Apuri	25_eye	ɲ a w i	apur1253	nan	1248	EYE	104	
243	Apuri-26_nose-1	Apuri	26_nose	s e ŋ q a	apur1253	nan	1221	NOSE	571	
244	Apuri-27_ear-1	Apuri	27_ear	ɾ i n ɾ i	apur1253	nan	1247	EAR	48	
245	Apuri-28_mouth-1	Apuri	28_mouth	ʃ i m i	apur1253	nan	674	MOUTH	543	
246	Apuri-2_two-1	Apuri	2_two	i ʃ k ai	apur1253	nan	1498	TWO	774	
247	Apuri-30_tongue-1	Apuri	30_tongue	q a ʎ u	apur1253	nan	1205	TONGUE	759	
248	Apuri-31_tooth-1	Apuri	31_tooth	k i ɾ u	apur1253	nan	1380	TOOTH	761	
249	Apuri-32_hand-1	Apuri	32_hand	m a k i	apur1253	nan	1277	HAND	295	
250	Apuri-33_elbow-1	Apuri	33_elbow	k u ʈ u ʃ	apur1253	nan	981	ELBOW	84	
251	Apuri-34_neck-1	Apuri	34_neck	k u n k a	apur1253	nan	1333	NECK	554	
252	Apuri-35_back-1	Apuri	35_back	w a ʃ a	apur1253	nan	1291	BACK	615	
253	Apuri-36_foot-1	Apuri	36_foot	ʈ a k i	apur1253	nan	1301	FOOT	764	
254	Apuri-37_leg-1	Apuri	37_leg	ʈ a k i	apur1253	nan	1297	LEG	764	
255	Apuri-38_knee-1	Apuri	38_knee	q o n q o ɾ	apur1253	nan	1371	KNEE	399	
256	Apuri-39_blood-1	Apuri	39_blood	j a w a ɾ	apur1253	nan	946	BLOOD	537	
257	Apuri-3_three-1	Apuri	3_three	k i m s a	apur1253	nan	492	THREE	750	
258	Apuri-40_bone-1	Apuri	40_bone	t u ʎ u	apur1253	nan	1394	BONE	581	
259	Apuri-41_skin-1	Apuri	41_skin	q a ɾ a	apur1253	nan	763	SKIN	677	
260	Apuri-42_fingernail-1	Apuri	42_fingernail	s i ʎ u	apur1253	nan	1258	FINGERNAIL	147	
261	Apuri-43_bellystomach-1	Apuri	43_bellystomach	w i k s a	apur1253	nan	1251	BELLY	83	
262	Apuri-44_navel-1	Apuri	44_navel	p u p u	apur1253	nan	1838	NAVEL	550	
263	Apuri-45_breast-1	Apuri	45_breast	tʃ i tʃ i	apur1253	nan	1402	BREAST	696	
264	Apuri-45_breast-2	Apuri	45_breast	ɲ u ɲ u	apur1253	nan	1402	BREAST	697	
265	Apuri-47_dog-1	Apuri	47_dog	a ʎ q o	apur1253	nan	2009	DOG	19	
266	Apuri-48_fox-1	Apuri	48_fox	a t o q	apur1253	nan	1312	FOX	224	
267	Apuri-49_mouse-1	Apuri	49_mouse	u k u + tʃ a	apur1253	nan	1491	MOUSE	535	
268	Apuri-4_four-1	Apuri	4_four	t a w a	apur1253	nan	1500	FOUR	214	
269	Apuri-50_bird-1	Apuri	50_bird	p i ʃ q o	apur1253	nan	937	BIRD	276	
270	Apuri-51_worm-1	Apuri	51_worm	u ɾ u	apur1253	nan	1219	WORM	828	
271	Apuri-52_louse-1	Apuri	52_louse	u s a	apur1253	nan	1392	LOUSE	490	
272	Apuri-53_egg-1	Apuri	53_egg	ɾ u n t u	apur1253	nan	744	EGG	68	
273	Apuri-54_horn-1	Apuri	54_horn	w a q ɾ a	apur1253	nan	1393	HORN (ANATOMY)	380	
274	Apuri-55_tail-1	Apuri	55_tail	ʈ u p a	apur1253	nan	1220	TAIL	729	
275	Apuri-56_wing-1	Apuri	56_wing	ɾ i k ɾ a	apur1253	nan	1257	WING	810	
276	Apuri-57_manswperson-1	Apuri	57_manswperson	ɾ u n a	apur1253	nan	683	PERSON	507	
277	Apuri-58_manswadultmale-1	Apuri	58_manswadultmale	q a ɾ i	apur1253	nan	1554	MAN	498	
278	Apuri-59_woman-1	Apuri	59_woman	w a ɾ m i	apur1253	nan	962	WOMAN	822	
279	Apuri-5_five-1	Apuri	5_five	p i tʃ q a	apur1253	nan	493	FIVE	162	
280	Apuri-60_name-1	Apuri	60_name	s u t i	apur1253	nan	1405	NAME	548	
281	Apuri-61_brothermans-1	Apuri	61_brothermans	w au q i	apur1253	nan	559	BROTHER (OF MAN)	740	
282	Apuri-62_brotherwomans-1	Apuri	62_brotherwomans	t u ɾ i	apur1253	nan	560	BROTHER (OF WOMAN)	781	
283	Apuri-63_sistermans-1	Apuri	63_sistermans	p a n i	apur1253	nan	561	SISTER (OF MAN)	660	
284	Apuri-64_sisterwomans-1	Apuri	64_sisterwomans	ɲ a ɲ a	apur1253	nan	562	SISTER (OF WOMAN)	665	
285	Apuri-65_husband-1	Apuri	65_husband	q a ɾ i	apur1253	nan	1200	HUSBAND	498	
286	Apuri-65_husband-2	Apuri	65_husband	q o s a	apur1253	nan	1200	HUSBAND	389	
287	Apuri-66_day-1	Apuri	66_day	p u n ʈ au	apur1253	nan	1225	DAY (NOT NIGHT)	875	
288	Apuri-67_night-1	Apuri	67_night	t u t a	apur1253	nan	1233	NIGHT	559	
289	Apuri-68_sun-1	Apuri	68_sun	i n t i	apur1253	nan	1343	SUN	717	
290	Apuri-69_moon-1	Apuri	69_moon	k i ʎ a	apur1253	nan	1313	MOON	527	
291	Apuri-6_six-1	Apuri	6_six	s o q t a	apur1253	nan	1703	SIX	673	
292	Apuri-70_star-1	Apuri	70_star	l u s i ɾ u	apur1253	nan	1430	STAR	705	
293	Apuri-70_star-2	Apuri	70_star	q oi ʎ u ɾ	apur1253	nan	1430	STAR	704	
294	Apuri-71_shadow-1	Apuri	71_shadow	ʎ a n t u	apur1253	nan	1388	SHADE	655	
295	Apuri-72_water-1	Apuri	72_water	j a k u	apur1253	nan	948	WATER	335	
296	Apuri-73_river-1	Apuri	73_river	m a j u	apur1253	nan	666	RIVER	607	
297	Apuri-74_mountain-1	Apuri	74_mountain	o ɾ q u	apur1253	nan	639	MOUNTAIN	532	
298	Apuri-75_fire-1	Apuri	75_fire	n i n a	apur1253	nan	221	FIRE	153	
299	Apuri-76_smoke-1	Apuri	76_smoke	h u ʃ t a	apur1253	nan	778	SMOKE (EXHAUST)	514	
300	Apuri-77_ash-1	Apuri	77_ash	u ʈ p a	apur1253	nan	646	ASH	2	
301	Apuri-78_stone-1	Apuri	78_stone	ɾ u m i	apur1253	nan	857	STONE	709	
302	Apuri-79_sand-1	Apuri	79_sand	a q o	apur1253	nan	671	SAND	636	
303	Apuri-7_seven-1	Apuri	7_seven	q a n tʃ i s	apur1253	nan	1704	SEVEN	647	
304	Apuri-81_rain-1	Apuri	81_rain	p a ɾ a	apur1253	nan	2108	RAINING OR RAIN	369	
305	Apuri-82_cloud-1	Apuri	82_cloud	p u j u	apur1253	nan	1489	CLOUD	821	
306	Apuri-83_wind-1	Apuri	83_wind	w ai r a	apur1253	nan	960	WIND	806	
307	Apuri-84_bread-1	Apuri	84_bread	t a n t a	apur1253	nan	1368	BREAD	658	
308	Apuri-85_meatswflesh-1	Apuri	85_meatswflesh	ai tʃ a	apur1253	nan	2615	FLESH OR MEAT	522	
309	Apuri-86_salt-1	Apuri	86_salt	k a ʈʂ i	apur1253	nan	1274	SALT	632	
310	Apuri-87_fatgrease-1	Apuri	87_fatgrease	w i ɾ a	apur1253	nan	323	FAT (ORGANIC SUBSTANCE)	135	
311	Apuri-89_tree-1	Apuri	89_tree	q e ɾ u	apur1253	nan	906	TREE	213	
312	Apuri-8_eight-1	Apuri	8_eight	p u s a q	apur1253	nan	1705	EIGHT	75	
313	Apuri-90_root-1	Apuri	90_root	s a p i	apur1253	nan	670	ROOT	616	
314	Apuri-91_branch-1	Apuri	91_branch	tʃ a p ɾ a	apur1253	nan	1531	BRANCH	621	
315	Apuri-92_leaf-1	Apuri	92_leaf	ɾ a p ɾ i	apur1253	nan	628	LEAF	424	
316	Apuri-92_leaf-2	Apuri	92_leaf	j u ɾ a	apur1253	nan	628	LEAF	767	
317	Apuri-93_grass-1	Apuri	93_grass	q e w a	apur1253	nan	606	GRASS	197	
318	Apuri-94_flower-1	Apuri	94_flower	s i s a	apur1253	nan	239	FLOWER	170	
319	Apuri-94_flower-2	Apuri	94_flower	w ai t a	apur1253	nan	239	FLOWER	172	
320	Apuri-95_rope-1	Apuri	95_rope	w a s k a	apur1253	nan	1218	ROPE	624	
321	Apuri-97_black-1	Apuri	97_black	j a n a	apur1253	nan	163	BLACK	467	
322	Apuri-98_white-1	Apuri	98_white	j u ɾ a q	apur1253	nan	1335	WHITE	798	
323	Apuri-99_red-1	Apuri	99_red	p u k a	apur1253	nan	156	RED	597	
324	Apuri-9_nine-1	Apuri	9_nine	e s q u n	apur1253	nan	1483	NINE	567	
325	Apurimac-100_green-1	Apurimac	100_green	q o m i r	east2551	qve	1425	GREEN	279	
326	Apurimac-101_yellow-1	Apurimac	101_yellow	q a r w a	east2551	qve	1424	YELLOW	834	
327	Apurimac-101_yellow-2	Apurimac	101_yellow	q i ʎ u	east2551	qve	1424	YELLOW	851	
328	Apurimac-102_big-1	Apurimac	102_big	h a t u n	east2551	qve	1202	BIG	189	
329	Apurimac-103_highup-1	Apurimac	103_highup	h a n a n	east2551	qve	1591	UP	503	
330	Apurimac-104_small-1	Apurimac	104_small	tʃ i k i	east2551	qve	1246	SMALL	864	
331	Apurimac-104_small-2	Apurimac	104_small	tʃ i n k i	east2551	qve	1246	SMALL	864	
332	Apurimac-104_small-3	Apurimac	104_small	tʃ i n l i	east2551	qve	1246	SMALL	864	
333	Apurimac-104_small-4	Apurimac	104_small	h u tʃ ui	east2551	qve	1246	SMALL	506	
334	Apurimac-104_small-5	Apurimac	104_small	t a k s a	east2551	qve	1246	SMALL	862	
335	Apurimac-105_youngfemale-1	Apurimac	105_youngfemale	s i p a s	east2551	qve	563	YOUNG (OF WOMAN)	837	
336	Apurimac-106_youngmale-1	Apurimac	106_youngmale	m a q t a	east2551	qve	564	YOUNG (OF MAN)	102	
337	Apurimac-106_youngmale-2	Apurimac	106_youngmale	p a s ɲ a	east2551	qve	564	YOUNG (OF MAN)	867	
338	Apurimac-106_youngmale-3	Apurimac	106_youngmale	w ai n a	east2551	qve	564	YOUNG (OF MAN)	843	
339	Apurimac-107_oldman-1	Apurimac	107_oldman	m a tʃ u	east2551	qve	565	OLD (OF MAN)	577	
340	Apurimac-108_oldwoman-1	Apurimac	108_oldwoman	p a j a	east2551	qve	566	OLD (OF WOMAN)	587	
341	Apurimac-109_besick-1	Apurimac	109_besick	o n q o + tʃ i	east2551	qve	1847	SICK	874	
342	Apurimac-10_ten-1	Apurimac	10_ten	tʃ u n k a	east2551	qve	1515	TEN	733	
343	Apurimac-110_tire-1	Apurimac	110_tire	p i s i p a	east2551	qve	1996	GET TIRED	755	
344	Apurimac-110_tire-2	Apurimac	110_tire	s ai kʼ u	east2551	qve	1996	GET TIRED	754	
345	Apurimac-111_many-1	Apurimac	111_many	a s k a	east2551	qve	1198	MANY	515	
346	Apurimac-111_many-2	Apurimac	111_many	n i s j u	east2551	qve	1198	MANY	519	
347	Apurimac-112_full-1	Apurimac	112_full	ʎ i n p a	east2551	qve	1429	FULL	235	
348	Apurimac-112_full-2	Apurimac	112_full	h u n t a	east2551	qve	1429	FULL	233	
349	Apurimac-113_empty-1	Apurimac	113_empty	tʃ u s a q	east2551	qve	1624	EMPTY	94	
350	Apurimac-114_heavy-1	Apurimac	114_heavy	ʎ a s a	east2551	qve	1210	HEAVY	339	
351	Apurimac-115_lightnotheavy-1	Apurimac	115_lightnotheavy	tʃ a ʎ a	east2551	qve	1052	LIGHT (WEIGHT)	460	
352	Apurimac-115_lightnotheavy-2	Apurimac	115_lightnotheavy	p a n q a	east2551	qve	1052	LIGHT (WEIGHT)	459	
353	Apurimac-116_faraway-1	Apurimac	116_faraway	k a r u	east2551	qve	1406	FAR	124	
354	Apurimac-117_warmhotsw-1	Apurimac	117_warmhotsw	q o ɲ i	east2551	qve	2272	HOT OR WARM	783	
355	Apurimac-118_cold-1	Apurimac	118_cold	tʃ i r i	east2551	qve	1287	COLD	852	
356	Apurimac-119_dry-1	Apurimac	119_dry	tʃ a k i	east2551	qve	1398	DRY	40	
357	Apurimac-11_year-1	Apurimac	11_year	w a t a	east2551	qve	1226	YEAR	830	
358	Apurimac-120_sweet-1	Apurimac	120_sweet	m i s k i	east2551	qve	717	SWEET	721	
359	Apurimac-121_happybe-1	Apurimac	121_happybe	k u s a	east2551	qve	1495	HAPPY	303	
360	Apurimac-121_happybe-2	Apurimac	121_happybe	k u s i	east2551	qve	1495	HAPPY	303	
361	Apurimac-122_new-1	Apurimac	122_new	m o s o q	east2551	qve	1231	NEW	557	
362	Apurimac-122_new-2	Apurimac	122_new	m u s u q	east2551	qve	1231	NEW	557	
363	Apurimac-123_goto-1	Apurimac	123_goto	r i	east2551	qve	695	GO	251	
364	Apurimac-124_cometo-1	Apurimac	124_cometo	h a m u	east2551	qve	1446	COME	860	
365	Apurimac-125_walkto-1	Apurimac	125_walkto	p u r i	east2551	qve	1443	WALK	777	
366	Apurimac-126_standto-1	Apurimac	126_standto	s a j a	east2551	qve	1442	STAND	701	
367	Apurimac-127_sitto-1	Apurimac	127_sitto	t i j a	east2551	qve	1416	SIT	668	
368	Apurimac-127_sitto-2	Apurimac	127_sitto	p a tʃ i	east2551	qve	1416	SIT	122	
369	Apurimac-129_flyto-1	Apurimac	129_flyto	p a l a	east2551	qve	1441	FLY (MOVE THROUGH AIR)	446	
370	Apurimac-129_flyto-2	Apurimac	129_flyto	p a w a	east2551	qve	1441	FLY (MOVE THROUGH AIR)	183	
371	Apurimac-130_hideto-1	Apurimac	130_hideto	p a k a	east2551	qve	602	HIDE (CONCEAL)	348	
372	Apurimac-131_eatto-1	Apurimac	131_eatto	m a n j a	east2551	qve	1336	EAT	13	
373	Apurimac-131_eatto-2	Apurimac	131_eatto	m i χ u	east2551	qve	1336	EAT	57	
374	Apurimac-132_drinkto-1	Apurimac	132_drinkto	u p j a	east2551	qve	1401	DRINK	30	
375	Apurimac-133_biteto-1	Apurimac	133_biteto	k a tʃ u	east2551	qve	1403	BITE	199	
376	Apurimac-133_biteto-2	Apurimac	133_biteto	k a n i	east2551	qve	1403	BITE	373	
377	Apurimac-134_suckto-1	Apurimac	134_suckto	tʃ o n q a	east2551	qve	1421	SUCK	212	
378	Apurimac-135_lickto-1	Apurimac	135_lickto	ʎ a q w a	east2551	qve	319	LICK	449	
379	Apurimac-135_lickto-2	Apurimac	135_lickto	l au q a	east2551	qve	319	LICK	449	
380	Apurimac-137_sleepto-1	Apurimac	137_sleepto	p u ɲ u	east2551	qve	1585	SLEEP	680	
381	Apurimac-138_liveto-1	Apurimac	138_liveto	k au s a	east2551	qve	1422	BE ALIVE	482	
382	Apurimac-139_dieto-1	Apurimac	139_dieto	w a ɲ u	east2551	qve	1494	DIE	12	
383	Apurimac-13_lefthandside-1	Apurimac	13_lefthandside	ʎ o k e	east2551	qve	244	LEFT	434	
384	Apurimac-140_seeto-1	Apurimac	140_seeto	q a w a	east2551	qve	1409	SEE	641	
385	Apurimac-140_seeto-2	Apurimac	140_seeto	r i k u	east2551	qve	1409	SEE	640	
386	Apurimac-142_knowto-1	Apurimac	142_knowto	j a tʃ a	east2551	qve	1410	KNOW (SOMETHING)	409	
387	Apurimac-143_thinkoveraboutto-1	Apurimac	143_thinkoveraboutto	j u j a	east2551	qve	1415	THINK (REFLECT)	737	
388	Apurimac-144_speakto-1	Apurimac	144_speakto	p a r l a	east2551	qve	1623	SPEAK	692	
389	Apurimac-144_speakto-2	Apurimac	144_speakto	r i m a	east2551	qve	1623	SPEAK	691	
390	Apurimac-145_laughto-1	Apurimac	145_laughto	a s i	east2551	qve	1355	LAUGH	416	
391	Apurimac-146_cryto-1	Apurimac	146_cryto	w a q a	east2551	qve	1839	CRY	869	
392	Apurimac-147_giveto-1	Apurimac	147_giveto	q o	east2551	qve	1447	GIVE	243	
393	Apurimac-148_sewto-1	Apurimac	148_sewto	s i ɾ a	east2551	qve	1457	SEW	652	
394	Apurimac-149_hitto-1	Apurimac	149_hitto	p a n a	east2551	qve	353	STRIKE	374	
395	Apurimac-149_hitto-2	Apurimac	149_hitto	t a k a	east2551	qve	353	STRIKE	371	
396	Apurimac-14_weinclusive-1	Apurimac	14_weinclusive	ɲ o q a n tʃ i s	east2551	qve	1131	WE (INCLUSIVE)	791	
397	Apurimac-150_pushto-1	Apurimac	150_pushto	t a n q a	east2551	qve	1452	PUSH	593	
398	Apurimac-15_thouyousg-1	Apurimac	15_thouyousg	q a n	east2551	qve	1215	THOU	748	
399	Apurimac-16_not-1	Apurimac	16_not	m a n a	east2551	qve	1240	NOT	574	
400	Apurimac-17_what-1	Apurimac	17_what	i m a	east2551	qve	1236	WHAT	794	
401	Apurimac-18_who-1	Apurimac	18_who	p i	east2551	qve	1235	WHO	801	
402	Apurimac-19_this-1	Apurimac	19_this	k ai	east2551	qve	1214	THIS	746	
403	Apurimac-1_one-1	Apurimac	1_one	h u k	east2551	qve	1493	ONE	590	
404	Apurimac-1_one-2	Apurimac	1_one	h u χ	east2551	qve	1493	ONE	590	
405	Apurimac-1_one-3	Apurimac	1_one	h u q	east2551	qve	1493	ONE	590	
406	Apurimac-20_with-1	Apurimac	20_with	w a n	east2551	qve	1340	WITH	816	
407	Apurimac-21_head-1	Apurimac	21_head	u m a	east2551	qve	1256	HEAD	309	
408	Apurimac-22_face-1	Apurimac	22_face	u j a	east2551	qve	1560	FACE	114	
409	Apurimac-23_forehead-1	Apurimac	23_forehead	tʃ i n p a	east2551	qve	123	FOREHEAD	203	
410	Apurimac-23_forehead-2	Apurimac	23_forehead	m a t i	east2551	qve	123	FOREHEAD	202	
411	Apurimac-24_hair-1	Apurimac	24_hair	tʃ u k tʃ a	east2551	qve	2648	HAIR (HEAD)	286	
412	Apurimac-25_eye-1	Apurimac	25_eye	ɲ a w i	east2551	qve	1248	EYE	104	
413	Apurimac-26_nose-1	Apurimac	26_nose	s e n q a	east2551	qve	1221	NOSE	571	
414	Apurimac-27_ear-1	Apurimac	27_ear	r i n r i	east2551	qve	1247	EAR	48	
415	Apurimac-27_ear-2	Apurimac	27_ear	n i n r i	east2551	qve	1247	EAR	456	
416	Apurimac-28_mouth-1	Apurimac	28_mouth	s i m i	east2551	qve	674	MOUTH	543	
417	Apurimac-29_lip-1	Apurimac	29_lip	s i r p a	east2551	qve	478	LIP	470	
418	Apurimac-29_lip-2	Apurimac	29_lip	w i r p a	east2551	qve	478	LIP	470	
419	Apurimac-2_two-1	Apurimac	2_two	i s k ai	east2551	qve	1498	TWO	774	
420	Apurimac-30_tongue-1	Apurimac	30_tongue	q a ʎ u	east2551	qve	1205	TONGUE	759	
421	Apurimac-31_tooth-1	Apurimac	31_tooth	k i r u	east2551	qve	1380	TOOTH	761	
422	Apurimac-32_hand-1	Apurimac	32_hand	m a k i	east2551	qve	1277	HAND	295	
423	Apurimac-33_elbow-1	Apurimac	33_elbow	k u k u tʃ u	east2551	qve	981	ELBOW	495	
424	Apurimac-34_neck-1	Apurimac	34_neck	k u n k a	east2551	qve	1333	NECK	554	
425	Apurimac-35_back-1	Apurimac	35_back	w a s a	east2551	qve	1291	BACK	615	
426	Apurimac-36_foot-1	Apurimac	36_foot	tʃ a k i	east2551	qve	1301	FOOT	764	
427	Apurimac-37_leg-1	Apurimac	37_leg	tʃ a n k a	east2551	qve	1297	LEG	441	
428	Apurimac-38_knee-1	Apurimac	38_knee	m o q o	east2551	qve	1371	KNEE	400	
429	Apurimac-39_blood-1	Apurimac	39_blood	j a w a r	east2551	qve	946	BLOOD	537	
430	Apurimac-3_three-1	Apurimac	3_three	k i n s a	east2551	qve	492	THREE	750	
431	Apurimac-40_bone-1	Apurimac	40_bone	t u ʎ u	east2551	qve	1394	BONE	581	
432	Apurimac-41_skin-1	Apurimac	41_skin	q a r a	east2551	qve	763	SKIN	677	
433	Apurimac-42_fingernail-1	Apurimac	42_fingernail	s i ʎ u	east2551	qve	1258	FINGERNAIL	147	
434	Apurimac-43_bellystomach-1	Apurimac	43_bellystomach	w i k s a	east2551	qve	1251	BELLY	83	
435	Apurimac-44_navel-1	Apurimac	44_navel	p u p u	east2551	qve	1838	NAVEL	550	
436	Apurimac-45_breast-1	Apurimac	45_breast	ɲ u ɲ u	east2551	qve	1402	BREAST	697	
437	Apurimac-46_heart-1	Apurimac	46_heart	s o n q o	east2551	qve	1223	HEART	328	
