	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	ISO_CODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
82	Achang-179_short-1	Achang	179_short	ʑ ɔ ŋ ³¹	acha1249	acn	1645	SHORT	1100-short	
87	Achang-183_tosing-1	Achang	183_tosing	s i a ŋ ³⁵ + ɕ i a ŋ ⁵⁵	acha1249	acn	1261	SING	1337-tosing	
90	Achang-186_thesky-1	Achang	186_thesky	m a u ³¹	acha1249	acn	1732	SKY	499-thesky	
91	Achang-187_tosleep-1	Achang	187_tosleep	e ³¹	acha1249	acn	1585	SLEEP	2244-tosleep	
92	Achang-188_small-1	Achang	188_small	nʲ i ⁵⁵	acha1249	acn	1246	SMALL	524-small	
93	Achang-189_tosmellperceiveodortransitive-1	Achang	189_tosmellperceiveodortransitive	n a m ³¹	acha1249	acn	1586	SMELL (PERCEIVE)	67-tosmellperceiveodortransitive	
94	Achang-18_thebone-1	Achang	18_thebone	a ³¹ ʐ a u ³¹	acha1249	acn	1394	BONE	2-thebone	
95	Achang-190_thesmoke-1	Achang	190_thesmoke	n i ³¹ + x a u ³¹	acha1249	acn	778	SMOKE (EXHAUST)	68-thesmoke	
96	Achang-191_smooth-1	Achang	191_smooth	n e ʔ ³⁵	acha1249	acn	1234	SMOOTH	1347-smooth	
97	Achang-192_thesnake-1	Achang	192_thesnake	m ʐ u i ⁵⁵	acha1249	acn	730	SNAKE	70-thesnake	
98	Achang-193_thesnow-1	Achang	193_thesnow	x a n ³¹ + ʑ a i ⁵⁵	acha1249	acn	784	SNOW	2359-thesnow	
103	Achang-198_tospit-1	Achang	198_tospit	tɕʰ o./o ³¹	acha1249	acn	1440	SPIT	739-tospit	
104	Achang-199_tostand-1	Achang	199_tostand	ʑ a p ⁵⁵	acha1249	acn	1442	STAND	2246-tostand	
107	Achang-200_thestar-1	Achang	200_thestar	kʰ ʐ ə ⁵⁵	acha1249	acn	1430	STAR	1073-thestar	
109	Achang-202_thestick-1	Achang	202_thestick	t a m ⁵⁵	acha1249	acn	1295	STICK	1108-thestick	
110	Achang-203_thestoneapieceof-1	Achang	203_thestoneapieceof	l a ŋ ³¹ k ɔ ʔ ⁵⁵	acha1249	acn	857	STONE	10317-thestoneapieceof	
111	Achang-204_straight-1	Achang	204_straight	t a n ³¹	acha1249	acn	1404	STRAIGHT	877-straight	
112	Achang-205_thesun-1	Achang	205_thesun	n i ³¹ + m ɔ ³¹	acha1249	acn	1343	SUN	83-thesun	
113	Achang-206_thetail-1	Achang	206_thetail	tɕʰ i ³¹ + nʲ a ŋ ³⁵	acha1249	acn	1220	TAIL	888-thetail	
115	Achang-208_that-1	Achang	208_that	tʰ e ⁵⁵	acha1249	acn	78	THAT	2693-that	
116	Achang-209_there-1	Achang	209_there	tʰ e ⁵⁵ + tʰ ɔ ʔ ⁵⁵	acha1249	acn	1937	THERE	8047-there	
118	Achang-210_thick-1	Achang	210_thick	k a n ³¹	acha1249	acn	1244	THICK	905-thick	
122	Achang-214_this-1	Achang	214_this	x a i ⁵⁵	acha1249	acn	1214	THIS	8066-this	
123	Achang-215_thousecondpersonsingular-1	Achang	215_thousecondpersonsingular	n u a ŋ ⁵⁵	acha1249	acn	1215	THOU	10475-thousecondpersonsingular	
124	Achang-216_three-1	Achang	216_three	s u m ³¹	acha1249	acn	492	THREE	283-three	
125	Achang-217_tothrow-1	Achang	217_tothrow	x u a t ⁵⁵	acha1249	acn	1456	THROW	924-tothrow	
128	Achang-21_toburnintransitive-1	Achang	21_toburnintransitive	nʲ e ³⁵	acha1249	acn	1428	BURNING	3067-toburnintransitive	
131	Achang-222_thetongue-1	Achang	222_thetongue	ɕ ɔ ⁵⁵	acha1249	acn	1205	TONGUE	4190-thetongue	
132	Achang-223_thetoothfront-1	Achang	223_thetoothfront	tɕ o./o i ⁵⁵	acha1249	acn	1380	TOOTH	939-thetoothfront	
133	Achang-224_thetree-1	Achang	224_thetree	s a ŋ ³¹ + ts e ŋ ⁵⁵	acha1249	acn	906	TREE	3396-thetree	
135	Achang-226_two-1	Achang	226_two	s ə k ⁵⁵	acha1249	acn	1498	TWO	950-two	
136	Achang-227_tovomit-1	Achang	227_tovomit	pʰ a t ⁵⁵	acha1249	acn	1278	VOMIT	736-tovomit	
137	Achang-228_towalk-1	Achang	228_towalk	s o./o ³¹	acha1249	acn	1443	WALK	887-towalk	
138	Achang-229_thewater-1	Achang	229_thewater	t i ⁵⁵	acha1249	acn	948	WATER	2787-thewater	
141	Achang-231_wet-1	Achang	231_wet	pʰ e t ⁵⁵	acha1249	acn	1726	WET	967-wet	
142	Achang-232_what-1	Achang	232_what	p i ³¹ + s i ⁵⁵	acha1249	acn	1236	WHAT	8134-what	
144	Achang-234_where-1	Achang	234_where	x o./o i ⁵⁵ + tʰ ɔ ʔ ⁵⁵	acha1249	acn	1237	WHERE	8142-where	
145	Achang-235_white-1	Achang	235_white	pʰ ʐ o./o ⁵⁵	acha1249	acn	1335	WHITE	460-white	
146	Achang-236_who-1	Achang	236_who	x a u ⁵⁵	acha1249	acn	1235	WHO	984-who	
147	Achang-237_thewife-1	Achang	237_thewife	nʲ i ³¹ + m ɔ ʔ ³¹	acha1249	acn	1199	WIFE	8155-thewife	
148	Achang-238_thewind-1	Achang	238_thewind	l̥ i ⁵⁵	acha1249	acn	960	WIND	994-thewind	
149	Achang-239_thewing-1	Achang	239_thewing	a ³¹ + t u ŋ ⁵⁵	acha1249	acn	1257	WING	996-thewing	
151	Achang-240_towipe-1	Achang	240_towipe	s u t ⁵⁵	acha1249	acn	1454	WIPE	1001-towipe	
153	Achang-242_thewoman-1	Achang	242_thewoman	i ³¹ + nʲ ɔ ³¹	acha1249	acn	962	WOMAN	1003-thewoman	
155	Achang-245_theyear-1	Achang	245_theyear	n̥ ə k ⁵⁵	acha1249	acn	1226	YEAR	1866-theyear	
156	Achang-246_yellow-1	Achang	246_yellow	l ə ŋ ³⁵	acha1249	acn	1424	YELLOW	1016-yellow	
158	Achang-248_yousecondpersonplural-1	Achang	248_yousecondpersonplural	n u a ŋ ⁵⁵ + t u ʔ ³¹	acha1249	acn	1213	YOU	8189-yousecondpersonplural	
160	Achang-24_thechildyounghuman-1	Achang	24_thechildyounghuman	ts ă ³¹ + o./o i ³¹	acha1249	acn	1304	CHILD (YOUNG HUMAN)	8108-thechildyounghuman	
162	Achang-25_thecloud-1	Achang	25_thecloud	x a n ³¹ + tɕ i n ³¹	acha1249	acn	1489	CLOUD	953-thecloud	
164	Achang-27_tocome-1	Achang	27_tocome	ʐ ə ³⁵	acha1249	acn	1446	COME	883-tocome	
165	Achang-28_correctright-1	Achang	28_correctright	ts ɿ ⁵⁵	acha1249	acn	1725	CORRECT (RIGHT)	8634-correctright	
166	Achang-29_tocount-1	Achang	29_tocount	a n ³⁵	acha1249	acn	1420	COUNT	961-tocount	
167	Achang-2_all-1	Achang	2_all	p ʐ a ⁵⁵ + p ʐ a ⁵⁵	acha1249	acn	98	ALL	8001-all	
172	Achang-34_todie-1	Achang	34_todie	ʂ ɿ ⁵⁵	acha1249	acn	1494	DIE	163-todie	
173	Achang-35_todig-1	Achang	35_todig	t u ³¹	acha1249	acn	1418	DIG	711-todig	
174	Achang-36_dirty-1	Achang	36_dirty	ə k ³⁵	acha1249	acn	1230	DIRTY	986-dirty	
175	Achang-37_thedog-1	Achang	37_thedog	x u i ³¹	acha1249	acn	2009	DOG	2065-thedog	
177	Achang-39_todrink-1	Achang	39_todrink	ʂ o./o ʔ ⁵⁵	acha1249	acn	1401	DRINK	1068-todrink	
179	Achang-40_dry-1	Achang	40_dry	s ə ʔ ⁵⁵	acha1249	acn	1398	DRY	1369-dry	
180	Achang-41_thedust-1	Achang	41_thedust	n̥ʲ o./o n ⁵⁵ + m ɔ k ³⁵	acha1249	acn	2	DUST	1013-thedust	
181	Achang-42_theear-1	Achang	42_theear	n i ³¹ + ʈʂʰ u a ³¹	acha1249	acn	1247	EAR	32-theear	
183	Achang-44_theearthsoil-1	Achang	44_theearthsoil	m i ⁵⁵	acha1249	acn	1228	EARTH (SOIL)	1356-theearthsoil	
185	Achang-46_toeat-1	Achang	46_toeat	tɕ ɔ ³¹	acha1249	acn	1336	EAT	3419-toeat	
186	Achang-47_theegg-1	Achang	47_theegg	u ʔ ³¹	acha1249	acn	744	EGG	1021-theegg	
189	Achang-50_far-1	Achang	50_far	v e ³¹	acha1249	acn	1406	FAR	1028-far	
190	Achang-51_thefather-1	Achang	51_thefather	t e ʔ ⁵⁵	acha1249	acn	1217	FATHER	1046-thefather	
191	Achang-52_thefeather-1	Achang	52_thefeather	a ³¹ + m u i ³¹	acha1249	acn	1201	FEATHER	159-thefeather	
192	Achang-53_tofight-1	Achang	53_tofight	t e k ⁵⁵ + k ɔ ³¹	acha1249	acn	1423	FIGHT	1052-tofight	
193	Achang-54_thefire-1	Achang	54_thefire	p o./o i ³¹	acha1249	acn	221	FIRE	1058-thefire	
195	Achang-56_thefish-1	Achang	56_thefish	ŋ a ³¹ + ʂ u a ³¹	acha1249	acn	227	FISH	186-thefish	
196	Achang-57_five-1	Achang	57_five	ŋ ɔ ³¹	acha1249	acn	493	FIVE	10357-five	
198	Achang-59_tofloat-1	Achang	59_tofloat	nʲ ə ³¹	acha1249	acn	1574	FLOAT	929-tofloat	
199	Achang-5_bad-1	Achang	5_bad	tɕ a ⁵⁵	acha1249	acn	1292	BAD	889-bad	
200	Achang-60_toflow-1	Achang	60_toflow	s o./o ³¹	acha1249	acn	2003	FLOW	932-toflow	
201	Achang-61_theflower-1	Achang	61_theflower	k ă n ⁵⁵ + t a m ³¹	acha1249	acn	239	FLOWER	1070-theflower	
202	Achang-62_toflymovethroughair-1	Achang	62_toflymovethroughair	ʈʂ a m ⁵⁵	acha1249	acn	1441	FLY (MOVE THROUGH AIR)	3091-toflymovethroughair	
203	Achang-63_thefog-1	Achang	63_thefog	m a u ³¹ + t u m ⁵⁵	acha1249	acn	249	FOG	99-thefog	
204	Achang-64_thefoot-1	Achang	64_thefoot	tɕʰ i ⁵⁵	acha1249	acn	1301	FOOT	966-thefoot	
206	Achang-67_four-1	Achang	67_four	m i ³¹	acha1249	acn	1500	FOUR	263-four	
213	Achang-74_togive-1	Achang	74_togive	ts i ³¹	acha1249	acn	1447	GIVE	1091-togive	
215	Achang-76_good-1	Achang	76_good	tɕ i ⁵⁵	acha1249	acn	1035	GOOD	3841-good	
216	Achang-77_thegrass-1	Achang	77_thegrass	s a ⁵⁵	acha1249	acn	606	GRASS	1094-thegrass	
217	Achang-78_green-1	Achang	78_green	nʲ a u ⁵⁵	acha1249	acn	1425	GREEN	1098-green	
219	Achang-80_thehairofthehead-1	Achang	80_thehairofthehead	u ³¹ + m u i ³¹	acha1249	acn	1040	HAIR	2014-thehairofthehead	
220	Achang-81_thehand-1	Achang	81_thehand	l ɔ ʔ ⁵⁵	acha1249	acn	1277	HAND	229-thehand	
223	Achang-84_thehead-1	Achang	84_thehead	n i ³¹ + k u a ŋ ³¹	acha1249	acn	1256	HEAD	690-thehead	
224	Achang-85_tohear-1	Achang	85_tohear	k ʐ u a ³¹	acha1249	acn	1408	HEAR	1042-tohear	
225	Achang-86_theheart-1	Achang	86_theheart	n̥ʲ a ⁵⁵ + l u m ³¹	acha1249	acn	1223	HEART	539-theheart	
226	Achang-87_heavy-1	Achang	87_heavy	l i ³¹	acha1249	acn	1210	HEAVY	10379-heavy	
227	Achang-88_here-1	Achang	88_here	x a i ⁵⁵ + tʰ ɔ ʔ ⁵⁵	acha1249	acn	136	HERE	8369-here	
230	Achang-91_tohold-1	Achang	91_tohold	m̥ ʐ ə ʔ ⁵⁵	acha1249	acn	1448	HOLD	1112-tohold	
238	Achang-99_tohunt-1	Achang	99_tohunt	tɕʰ e t ⁵⁵ + t a u ʔ ⁵⁵	acha1249	acn	1435	HUNT	885-tohunt	
239	Achang-9_thebelly-1	Achang	9_thebelly	ɔ m ³¹ + t a u ³¹	acha1249	acn	1251	BELLY	908-thebelly	
240	Alike-100_thehusband-1	Alike	100_thehusband	r g a + p o	amdo1237	adx	1200	HUSBAND	5770-thehusband	
241	Alike-101_ifirstpersonsingular-1	Alike	101_ifirstpersonsingular	ŋ æ	amdo1237	adx	1209	I	327-ifirstpersonsingular	
242	Alike-102_theice-1	Alike	102_theice	d a r	amdo1237	adx	617	ICE	2797-theice	
244	Alike-104_tokill-1	Alike	104_tokill	p s a t	amdo1237	adx	1417	KILL	3125-tokill	
249	Alike-108_toknowsomething-1	Alike	108_toknowsomething	xʰ i	amdo1237	adx	1410	KNOW (SOMETHING)	2279-toknowsomething	
250	Alike-109_thelake-1	Alike	109_thelake	m tsʰ o	amdo1237	adx	624	LAKE	387-thelake	
252	Alike-111_tolaugh-1	Alike	111_tolaugh	w g a t	amdo1237	adx	1355	LAUGH	2301-tolaugh	
253	Alike-112_theleaf-1	Alike	112_theleaf	l o./o + m a	amdo1237	adx	628	LEAF	948-theleaf	
255	Alike-114_left-1	Alike	114_left	ɣ j o./o n	amdo1237	adx	244	LEFT	200-left	
261	Alike-119_theliver-1	Alike	119_theliver	n tɕ ə n + b æ	amdo1237	adx	1224	LIVER	2076-theliver	
262	Alike-11_big-1	Alike	11_big	tɕʰ e	amdo1237	adx	1202	BIG	412-big	
263	Alike-120_long-1	Alike	120_long	r a ŋ + k ə	amdo1237	adx	1203	LONG	547-long	
264	Alike-121_thelouse-1	Alike	121_thelouse	x ə k	amdo1237	adx	1392	LOUSE	2077-thelouse	
266	Alike-123_themanmalehuman-1	Alike	123_themanmalehuman	h o./o + sʰ a r	amdo1237	adx	2106	MALE PERSON	2407-themanmalehuman	
267	Alike-124_many-1	Alike	124_many	m a ŋ + ŋ æ	amdo1237	adx	1198	MANY	1663-many	
274	Alike-12_thebird-1	Alike	12_thebird	w ɕ æ	amdo1237	adx	937	BIRD	264-thebird	
276	Alike-131_themother-1	Alike	131_themother	æ + m æ	amdo1237	adx	1216	MOTHER	902-themother	
277	Alike-132_themountain-1	Alike	132_themountain	r ə	amdo1237	adx	639	MOUNTAIN	121-themountain	
279	Alike-134_themouth-1	Alike	134_themouth	kʰ æ	amdo1237	adx	674	MOUTH	10405-themouth	
282	Alike-137_thename-1	Alike	137_thename	ȵ a ŋ + ŋ æ	amdo1237	adx	1405	NAME	18-thename	
283	Alike-138_narrow-1	Alike	138_narrow	t o./o k	amdo1237	adx	1267	NARROW	1084-narrow	
284	Alike-139_near-1	Alike	139_near	tʰ a k + ȵ e	amdo1237	adx	1942	NEAR	7-near	
285	Alike-13_tobite-1	Alike	13_tobite	w a + w d i + w ɟ j a p	amdo1237	adx	1403	BITE	2994-tobite	
286	Alike-140_theneck-1	Alike	140_theneck	r k e	amdo1237	adx	1333	NECK	695-theneck	
288	Alike-142_new-1	Alike	142_new	sʰ o./o + m æ	amdo1237	adx	1231	NEW	23-new	
292	Alike-146_thenose-1	Alike	146_thenose	r n̥ æ	amdo1237	adx	1221	NOSE	2090-thenose	
294	Alike-148_one-1	Alike	148_one	ɣ cç ə k	amdo1237	adx	1493	ONE	302-one	
296	Alike-14_black-1	Alike	14_black	n o./o k + k o	amdo1237	adx	163	BLACK	511-black	
299	Alike-153_toplay-1	Alike	153_toplay	r ts e	amdo1237	adx	1413	PLAY	1448-toplay	
302	Alike-158_red-1	Alike	158_red	ɣ m æ + r o	amdo1237	adx	156	RED	1088-red	
304	Alike-15_theblood-1	Alike	15_theblood	cçʰ a k	amdo1237	adx	946	BLOOD	541-theblood	
306	Alike-161_right-1	Alike	161_right	ɣ j i	amdo1237	adx	1019	RIGHT	10429-right	
307	Alike-162_theriver-1	Alike	162_theriver	tɕʰ ə	amdo1237	adx	666	RIVER	400-theriver	
308	Alike-163_theroad-1	Alike	163_theroad	l a m	amdo1237	adx	667	ROAD	2206-theroad	
309	Alike-164_theroot-1	Alike	164_theroot	ɣ ts a + p a	amdo1237	adx	670	ROOT	285-theroot	
310	Alike-165_therope-1	Alike	165_therope	r n̥ e	amdo1237	adx	1218	ROPE	2516-therope	
311	Alike-165_therope-2	Alike	165_therope	tʰ o./o k + k w a	amdo1237	adx	1218	ROPE	540-therope	
314	Alike-168_thesalt-1	Alike	168_thesalt	tsʰ a + kʰ ə	amdo1237	adx	1274	SALT	4160-thesalt	
316	Alike-170_thesand-1	Alike	170_thesand	w ɕ e + m æ	amdo1237	adx	671	SAND	118-thesand	
317	Alike-171_toscratch-1	Alike	171_toscratch	n ʈʂʰ u k	amdo1237	adx	1436	SCRATCH	126-toscratch	
318	Alike-172_thesea-1	Alike	172_thesea	r dʑ a m + tsʰ o	amdo1237	adx	1474	SEA	3122-thesea	
319	Alike-173_tosee-1	Alike	173_tosee	r i k	amdo1237	adx	1409	SEE	2523-tosee	
320	Alike-174_theseed-1	Alike	174_theseed	s æ + w o./o n	amdo1237	adx	714	SEED	955-theseed	
322	Alike-176_sharp-1	Alike	176_sharp	r n o./o + ɣ ə	amdo1237	adx	1396	SHARP	1770-sharp	
326	Alike-179_short-1	Alike	179_short	tʰ o./o ŋ	amdo1237	adx	1645	SHORT	4170-short	
330	Alike-183_tosing-1	Alike	183_tosing	l e n	amdo1237	adx	1261	SING	2497-tosing	
332	Alike-186_thesky-1	Alike	186_thesky	ɣ n a m	amdo1237	adx	1732	SKY	254-thesky	
333	Alike-187_tosleep-1	Alike	187_tosleep	ȵ a	amdo1237	adx	1585	SLEEP	2540-tosleep	
334	Alike-188_small-1	Alike	188_small	tɕʰ o./o ŋ	amdo1237	adx	1246	SMALL	742-small	
335	Alike-18_thebone-1	Alike	18_thebone	r ə + p æ	amdo1237	adx	1394	BONE	2-thebone	
336	Alike-190_thesmoke-1	Alike	190_thesmoke	t o	amdo1237	adx	778	SMOKE (EXHAUST)	1421-thesmoke	
337	Alike-192_thesnake-1	Alike	192_thesnake	r b u	amdo1237	adx	730	SNAKE	70-thesnake	
338	Alike-193_thesnow-1	Alike	193_thesnow	k a ŋ	amdo1237	adx	784	SNOW	2796-thesnow	
344	Alike-198_tospit-1	Alike	198_tospit	r cç u k	amdo1237	adx	1440	SPIT	2988-tospit	
345	Alike-199_tostand-1	Alike	199_tostand	l a ŋ	amdo1237	adx	1442	STAND	2265-tostand	
347	Alike-200_thestar-1	Alike	200_thestar	r k a r + m æ	amdo1237	adx	1430	STAR	78-thestar	
350	Alike-202_thestick-1	Alike	202_thestick	o./o + tɕʰ o	amdo1237	adx	1295	STICK	2432-thestick	
351	Alike-203_thestoneapieceof-1	Alike	203_thestoneapieceof	r d o	amdo1237	adx	857	STONE	3156-thestoneapieceof	
352	Alike-204_straight-1	Alike	204_straight	ʈʂ a ŋ + m o	amdo1237	adx	1404	STRAIGHT	1595-straight	
353	Alike-205_thesun-1	Alike	205_thesun	ȵ ə + m æ	amdo1237	adx	1343	SUN	83-thesun	
354	Alike-206_thetail-1	Alike	206_thetail	r ŋ a + m æ	amdo1237	adx	1220	TAIL	914-thetail	
356	Alike-208_that-1	Alike	208_that	k a n + n æ	amdo1237	adx	78	THAT	5919-that	
357	Alike-209_there-1	Alike	209_there	k a ŋ	amdo1237	adx	1937	THERE	5921-there	
359	Alike-210_thick-1	Alike	210_thick	t o./o k + p o	amdo1237	adx	1244	THICK	2146-thick	
363	Alike-214_this-1	Alike	214_this	n d ə	amdo1237	adx	1214	THIS	5928-this	
364	Alike-215_thousecondpersonsingular-1	Alike	215_thousecondpersonsingular	cçʰ o	amdo1237	adx	1215	THOU	2471-thousecondpersonsingular	
365	Alike-216_three-1	Alike	216_three	ɣ s ə m	amdo1237	adx	492	THREE	283-three	
370	Alike-222_thetongue-1	Alike	222_thetongue	r tɕ i	amdo1237	adx	1205	TONGUE	4190-thetongue	
371	Alike-223_thetoothfront-1	Alike	223_thetoothfront	sʰ o	amdo1237	adx	1380	TOOTH	10482-thetoothfront	
372	Alike-224_thetree-1	Alike	224_thetree	ɣ d o./o ŋ + ŋ o	amdo1237	adx	906	TREE	134-thetree	
374	Alike-226_two-1	Alike	226_two	ɣ ȵ i	amdo1237	adx	1498	TWO	102-two	
375	Alike-227_tovomit-1	Alike	227_tovomit	b cç ə k	amdo1237	adx	1278	VOMIT	10483-tovomit	
376	Alike-228_towalk-1	Alike	228_towalk	n ɟ j o	amdo1237	adx	1443	WALK	3003-towalk	
377	Alike-229_thewater-1	Alike	229_thewater	tɕʰ ə	amdo1237	adx	948	WATER	2787-thewater	
380	Alike-231_wet-1	Alike	231_wet	ɣ l o./o n + b æ	amdo1237	adx	1726	WET	2479-wet	
381	Alike-232_what-1	Alike	232_what	tɕʰ ə + z u k	amdo1237	adx	1236	WHAT	5949-what	
383	Alike-234_where-1	Alike	234_where	k a ŋ + n æ	amdo1237	adx	1237	WHERE	5951-where	
384	Alike-235_white-1	Alike	235_white	k a + r o	amdo1237	adx	1335	WHITE	2478-white	
385	Alike-236_who-1	Alike	236_who	s ə	amdo1237	adx	1235	WHO	2253-who	
386	Alike-237_thewife-1	Alike	237_thewife	tɕ o./o ŋ + m a	amdo1237	adx	1199	WIFE	5960-thewife	
387	Alike-238_thewind-1	Alike	238_thewind	w l o./o ŋ	amdo1237	adx	960	WIND	1341-thewind	
388	Alike-239_thewing-1	Alike	239_thewing	ɣ ɕ o./o k + k w a	amdo1237	adx	1257	WING	755-thewing	
391	Alike-240_towipe-1	Alike	240_towipe	w ɕ i	amdo1237	adx	1454	WIPE	2495-towipe	
393	Alike-242_thewoman-1	Alike	242_thewoman	w ə + m ȵ ə t	amdo1237	adx	962	WOMAN	2816-thewoman	
396	Alike-245_theyear-1	Alike	245_theyear	l o	amdo1237	adx	1226	YEAR	1204-theyear	
